pkid,fkcallingsearchspace,fkroutepartition,sortorder
41bf9f00-2f5a-7ddf-92a7-7b3e49ea01c5,83d7a0ea-0a6a-bd75-d2de-3b4b32da321a,983d0a8d-4a3c-4882-a474-18474272468f,0
9ea0a57a-fd5a-7b1a-cacd-588304311a06,839bb126-48be-28ea-b821-abea55b4d0b9,bad47de7-08c3-4bcf-b4bb-9222723a9a25,0
7df6351a-0c35-51c3-d786-03181fe640c6,83875ae5-9036-5e29-9644-5b3a5f8bf0f5,2ac64044-5a52-4e94-9ce5-bacf98376e7a,0
e09c7243-095f-b125-5e4d-9a221df32f86,83875ae5-9036-5e29-9644-5b3a5f8bf0f5,c8d61a78-e1a3-4825-949c-27fc1c9568c9,1
1282e2c7-dcd5-9531-5478-e8529aa8fcd7,83875ae5-9036-5e29-9644-5b3a5f8bf0f5,2a84620d-a0d7-4fb1-8680-ec504f49c566,2
9f8cf799-ee98-5d34-5142-14984e6f6b85,837a0fff-e53c-bdee-2ffc-9dd45ea59b00,29828560-54ff-4512-b795-49b876d82d24,0
3af88bd6-2492-c714-e89d-69784c3273e4,835e7a31-c88c-29f5-1e6e-0292a6493e3c,61e3240a-1b94-49c5-b831-a1d6dd8ca2c5,0
c1a73e9a-49f0-c7af-741c-36cd3b1b021a,835e7a31-c88c-29f5-1e6e-0292a6493e3c,9f16fb79-ea0b-4ef9-bbb3-8cefaed5604f,1
2fc05d1d-7b97-8a2a-ad4f-974ad9fdce25,835e7a31-c88c-29f5-1e6e-0292a6493e3c,53f92de0-7547-4e61-9df5-07ef6bc8d6e7,2
9102f7ab-7d84-f74f-31a3-0765412f9a9a,33a582c5-3f76-8f8e-7952-0c83f325bf50,bc73a4a8-b1c6-42fe-a7a4-d9165a62310b,7
831a9aa7-c082-c8a0-a453-c219b692fce5,339249aa-085a-a8be-8bc3-ace57fa9f890,2ac64044-5a52-4e94-9ce5-bacf98376e7a,0
a1077709-34d0-0f27-569a-cf9e27615d5f,339249aa-085a-a8be-8bc3-ace57fa9f890,fe624b99-00e7-405b-8796-05647dbb85f7,1
fb1b9dcf-441d-f9c3-d16f-6203a12d0744,339249aa-085a-a8be-8bc3-ace57fa9f890,2a84620d-a0d7-4fb1-8680-ec504f49c566,2
867fab46-ab03-5a56-9a8d-3d9915b05007,337da187-6b94-515a-2860-c23fc584163e,4e798f72-a6fb-43b2-9ceb-e86e2f568cd1,0
7b1ba438-4afd-bba6-8d9e-056ebfad03ed,3376a711-8007-4f50-afd2-435f69a00ae2,51138387-83f0-4043-a5de-ec7ad5490c79,0
188ec9c4-0196-8daa-8ea8-7659f6ae00bc,333ddaa1-a326-341c-2d18-8e4910019c2d,aa65c2cf-4208-4954-bb66-dac09c6f0428,0
4155dd11-705a-e665-5359-68e1685eeb1f,333ddaa1-a326-341c-2d18-8e4910019c2d,2a84620d-a0d7-4fb1-8680-ec504f49c566,1
ef20c7e3-e0c3-9e63-9049-971a79bb412e,333ddaa1-a326-341c-2d18-8e4910019c2d,2ac64044-5a52-4e94-9ce5-bacf98376e7a,2
1d34c704-a1b9-afc4-4a1a-891866fd8e8f,3311b7c7-96ea-8b98-54b1-e03820861043,8accad21-8f1e-4d98-b061-87ba92ffad29,0
01b168ad-11a3-7afe-fe40-3568fe8c2e90,32f62361-4d37-8241-4912-20beee2fadf7,2ac64044-5a52-4e94-9ce5-bacf98376e7a,0
38b70bf6-9cff-ca92-34d1-a9beb31f584e,32f62361-4d37-8241-4912-20beee2fadf7,0fd46d39-b533-4073-8ad7-cf1d327e46b9,1
ee96a712-fccb-31c8-c77c-02f2e39b8c97,32f62361-4d37-8241-4912-20beee2fadf7,2a84620d-a0d7-4fb1-8680-ec504f49c566,2
45b771bc-3f83-1e24-14e4-a9042c6a799f,32f3c56e-fdb6-77bc-27c6-2bdaefb7dd09,2ac64044-5a52-4e94-9ce5-bacf98376e7a,0
8b9d66d2-a0df-816e-e086-5f19eb774660,32f3c56e-fdb6-77bc-27c6-2bdaefb7dd09,c2e2c999-966b-4c09-924a-8c8d6965f53f,1
f9afb317-6d01-fd9a-f3cf-28f200f3a76a,32f3c56e-fdb6-77bc-27c6-2bdaefb7dd09,2a84620d-a0d7-4fb1-8680-ec504f49c566,2
d8a4974a-cf33-03c8-8151-68c279d1b2b0,32c1cbed-dd79-883f-1347-b61913fda642,d60c17e6-2c63-453b-864f-7ab42bcc31ae,0
15f24745-525a-923f-970b-d0daf5602d79,32bcdb5c-53f3-d9a5-2510-b9c5911e4245,c2b8c61c-3623-40de-841d-ac4fd9aee8ba,0
50be2246-9e60-a5f4-1475-37709e5b1a0b,32bcdb5c-53f3-d9a5-2510-b9c5911e4245,36146fcc-226f-4dea-bb92-16b138bba234,1
8efe7cab-d8a6-a7a3-8881-d6707709ba02,329a5b77-cbf1-e825-ee83-bec364e574fd,2ac64044-5a52-4e94-9ce5-bacf98376e7a,0
bb494fa4-a559-2874-18af-f32bd6e85a81,329a5b77-cbf1-e825-ee83-bec364e574fd,d727fd0b-6304-4231-b626-72384482d823,1
d9d2d56d-ccb8-c54b-4feb-f97fac47c36e,329a5b77-cbf1-e825-ee83-bec364e574fd,2a84620d-a0d7-4fb1-8680-ec504f49c566,2
e7e4eeb1-ce9f-1af2-3941-932ca71d3dde,3288c4cb-a67f-fd0f-f463-385ab9575101,72b82451-dc63-4365-b78e-732ef8c1029c,0
94831eb8-c8de-581c-733b-b6371c927cfd,3288c4cb-a67f-fd0f-f463-385ab9575101,61e3240a-1b94-49c5-b831-a1d6dd8ca2c5,1
6cfd0d26-349c-783b-19ce-60c7b163533f,3288c4cb-a67f-fd0f-f463-385ab9575101,53f92de0-7547-4e61-9df5-07ef6bc8d6e7,2
82200f97-1a1b-ae32-e257-747d8aab14c4,3288c4cb-a67f-fd0f-f463-385ab9575101,50f245a9-e6dd-4d14-a166-f41445e0a236,3
4d21f4cf-caed-1a68-0181-8a102f2b76cd,cfa57e7a-ff1c-049b-f538-0ec7601e63ae,b81d432e-9bac-4193-8eca-6b648a25f119,0
0d722cf6-d46c-fd9b-c05b-c74f6bf46f18,cfa57e7a-ff1c-049b-f538-0ec7601e63ae,61e3240a-1b94-49c5-b831-a1d6dd8ca2c5,1
f35eb8a1-93eb-7ca3-41c8-b1f582cf6a40,cfa57e7a-ff1c-049b-f538-0ec7601e63ae,d7586d1d-8810-4d24-a403-ffa2621b3284,2
b9ef5f92-745c-540a-fba3-364ef1f1d343,cfa57e7a-ff1c-049b-f538-0ec7601e63ae,53f92de0-7547-4e61-9df5-07ef6bc8d6e7,3
c1bba5a1-23ab-9c0a-7c5e-23820199e024,cfa57e7a-ff1c-049b-f538-0ec7601e63ae,0533d41b-5f91-492f-84ee-66f76cff6806,4
40581928-47f3-9cee-0da2-f082de4dad9a,cfa57e7a-ff1c-049b-f538-0ec7601e63ae,50f245a9-e6dd-4d14-a166-f41445e0a236,5
bcd8a9b4-2417-2e20-1edc-2b0d50ee9229,cfa57e7a-ff1c-049b-f538-0ec7601e63ae,1b03ba92-cf96-469d-8fce-f65eb9600c6a,6
f07c43c8-70d7-8f07-f285-0c519c01dea3,cfa57e7a-ff1c-049b-f538-0ec7601e63ae,97efb347-833a-4545-87f2-2d1120f31fc2,7
1061cae2-f2e7-128f-7492-48b52699ad7c,cfa57e7a-ff1c-049b-f538-0ec7601e63ae,bc73a4a8-b1c6-42fe-a7a4-d9165a62310b,8
73835520-9d0a-1afc-c7ac-7b2fd3da720b,e1bb700c-94d4-6b55-53b5-a90001a0c81e,2a84620d-a0d7-4fb1-8680-ec504f49c566,2
e2a62f07-b03c-a2b9-c8e1-08e3aa26b9f7,e1bb700c-94d4-6b55-53b5-a90001a0c81e,2ac64044-5a52-4e94-9ce5-bacf98376e7a,1
b4c9d61d-587c-66ff-e7a7-6aa08d304673,e1bb700c-94d4-6b55-53b5-a90001a0c81e,f34e8b0b-4995-41e4-abe3-4c2b82f7931f,0
679b41ff-dd2e-996d-0eba-0973578ccce7,e1d052c9-4aaf-d3c9-8528-4327ebf060e5,2ac64044-5a52-4e94-9ce5-bacf98376e7a,1
58108a9b-13a6-4395-e58f-545e23eb47a8,e1d052c9-4aaf-d3c9-8528-4327ebf060e5,bb575edd-1581-469f-aa50-9910d092d528,2
440b2b17-9f46-109a-bd61-8f06e6493d2f,e1d052c9-4aaf-d3c9-8528-4327ebf060e5,2a84620d-a0d7-4fb1-8680-ec504f49c566,3
d166786d-6123-3a39-1d05-572ce4be6f1e,e225ca18-29d0-dbac-24c8-238905e743a1,0ca31a98-b64f-4dda-b2c4-d76dc7c93076,2
7a2c43db-c683-deb0-17e5-76870698d3cd,e225ca18-29d0-dbac-24c8-238905e743a1,36146fcc-226f-4dea-bb92-16b138bba234,1
5067b3f0-4a19-f9ac-b27f-7f62bd18e5f8,835e7a31-c88c-29f5-1e6e-0292a6493e3c,50f245a9-e6dd-4d14-a166-f41445e0a236,3
2ea0dfc3-0a43-fda0-f963-b6517c9b300b,835e7a31-c88c-29f5-1e6e-0292a6493e3c,0533d41b-5f91-492f-84ee-66f76cff6806,4
96652e0c-4333-c071-f8ad-8c9f742b2cbe,835e7a31-c88c-29f5-1e6e-0292a6493e3c,1b03ba92-cf96-469d-8fce-f65eb9600c6a,5
bac7ca83-4e1d-29c9-9e16-706e91e92965,835e7a31-c88c-29f5-1e6e-0292a6493e3c,97efb347-833a-4545-87f2-2d1120f31fc2,6
833eea74-440f-150f-586c-cd403834c1aa,e225ca18-29d0-dbac-24c8-238905e743a1,fe9d9a7b-b47c-430b-8935-7bcf95ba7945,0
402b0dea-0f9d-cdd4-9e67-bea4cfd55c08,e23cd595-466d-ed2f-7f53-df44abf32a2e,dbc22b7e-a881-4f47-86e9-71f6867fcf06,0
66b12923-f597-e493-f2a2-6ce71698c3a3,e240fc87-39cb-63a5-d1f3-dacb8c6ea894,dcbdafb1-f715-40a0-80d1-b0273449110e,0
3994585e-9c65-a3af-b627-5577c64b1eb8,e24ac130-8cca-5bfd-747b-631b96d99369,43d78bbe-8b7f-4976-9799-ccd55d278756,0
e3809699-3919-b9d7-3874-a7df73ed0beb,e25873df-0cbd-8aba-f6b5-3b8784c14b5e,10811894-b0f2-4b56-89df-201999da184c,0
d4f46952-2725-3810-ff44-49d929923776,e2677976-7452-82fd-4329-4418e4b2f192,2a84620d-a0d7-4fb1-8680-ec504f49c566,2
05731cd4-1d1e-d396-ad5f-2c596d0983cb,e2677976-7452-82fd-4329-4418e4b2f192,8cc1f123-a448-419d-9c4b-e65cbac10a0c,1
82872be7-9ace-c68e-e5a2-f50e525ed0a8,e2677976-7452-82fd-4329-4418e4b2f192,2ac64044-5a52-4e94-9ce5-bacf98376e7a,0
bb8c2079-21ff-35c4-7674-e9bc0905e6b4,835e7a31-c88c-29f5-1e6e-0292a6493e3c,bc73a4a8-b1c6-42fe-a7a4-d9165a62310b,7
af2562b0-d195-e088-26ae-dc3e9bb439fe,8327486b-7f34-a091-b6b9-bc8bf1fbfd20,2ac64044-5a52-4e94-9ce5-bacf98376e7a,0
c579bfb7-46bb-eeac-fade-f3a0e1bf2e94,8327486b-7f34-a091-b6b9-bc8bf1fbfd20,308cc6c9-dc34-4fe8-a4bc-b063c96d14b6,1
9ce3ed0d-0d8a-8dde-12fb-422176bf6a5e,8327486b-7f34-a091-b6b9-bc8bf1fbfd20,2a84620d-a0d7-4fb1-8680-ec504f49c566,2
d33d83f1-5777-7d3a-9e3b-462daa8729a9,831de831-f248-f673-f2af-8c992d303587,afec7c17-0a14-449f-8215-bc41f7cb6a93,0
416327a4-b340-ed2f-03be-a4cd3a238fa0,831de831-f248-f673-f2af-8c992d303587,36146fcc-226f-4dea-bb92-16b138bba234,1
1e3e3af4-e21e-1a7e-5fc0-62fe07c49acb,830cbdd3-339b-7c41-b061-557d75349a73,f2d591b7-26a2-4bb8-b079-d1b7a40c9467,0
807585f7-9f3a-48bd-ff00-53c3d5d4a824,830cbdd3-339b-7c41-b061-557d75349a73,36146fcc-226f-4dea-bb92-16b138bba234,1
d130e6b9-88ea-ec02-b91a-bf3b7fb18e4e,3288c4cb-a67f-fd0f-f463-385ab9575101,0533d41b-5f91-492f-84ee-66f76cff6806,4
eda90ce7-2bab-f4ed-f752-94486f24053d,3288c4cb-a67f-fd0f-f463-385ab9575101,1b03ba92-cf96-469d-8fce-f65eb9600c6a,5
98214031-4763-ef87-adfe-07f8f7264424,3288c4cb-a67f-fd0f-f463-385ab9575101,97efb347-833a-4545-87f2-2d1120f31fc2,6
f3d9a42e-82f9-d81f-295c-33fa327f3155,3288c4cb-a67f-fd0f-f463-385ab9575101,bc73a4a8-b1c6-42fe-a7a4-d9165a62310b,7
e0c3e852-6d88-774b-5d86-75eaaa3e00ef,3278c0d8-f37b-1d1d-1552-bebc960c74e1,61e3240a-1b94-49c5-b831-a1d6dd8ca2c5,0
fe90716d-3092-bb5f-81b8-1c7603b8714f,3278c0d8-f37b-1d1d-1552-bebc960c74e1,53f92de0-7547-4e61-9df5-07ef6bc8d6e7,1
f5fa255f-5582-245e-1145-c19e71419be2,3278c0d8-f37b-1d1d-1552-bebc960c74e1,dc3ab3e1-c190-4adf-a4ee-098534d0134b,2
d5f75169-fb40-6a98-b755-7e21c1d92530,3278c0d8-f37b-1d1d-1552-bebc960c74e1,b2f7003a-2e06-4d20-aacd-0dbace46f4d3,3
ca5f5479-6b09-853e-f31b-43417d471ff9,3278c0d8-f37b-1d1d-1552-bebc960c74e1,0533d41b-5f91-492f-84ee-66f76cff6806,4
57b8b9e5-43f6-e50e-c92f-761c6395f704,e29c2ffd-9bda-f939-8d23-6ff4d32f2302,2a84620d-a0d7-4fb1-8680-ec504f49c566,2
36b352ac-a2e2-6b3a-ede8-e80758a0478c,e29c2ffd-9bda-f939-8d23-6ff4d32f2302,609c9226-8414-4281-80b1-be0dcc511ae0,1
c433dce8-473c-4186-5e5a-5338fec015e5,e29c2ffd-9bda-f939-8d23-6ff4d32f2302,2ac64044-5a52-4e94-9ce5-bacf98376e7a,0
1358e994-b8fa-a13e-f1f7-8b59b476595a,e2aec92f-f876-8e89-7070-c738541b3cc5,bc73a4a8-b1c6-42fe-a7a4-d9165a62310b,8
06ee76d7-e246-b25e-b566-fb5ba9ef6826,e2aec92f-f876-8e89-7070-c738541b3cc5,97efb347-833a-4545-87f2-2d1120f31fc2,7
821d3d4f-2613-e244-4e13-61fdbd22cf4f,e2aec92f-f876-8e89-7070-c738541b3cc5,1b03ba92-cf96-469d-8fce-f65eb9600c6a,6
945a86de-91ef-12fb-962c-a32fce4c9d08,e2aec92f-f876-8e89-7070-c738541b3cc5,0533d41b-5f91-492f-84ee-66f76cff6806,5
ab32b321-0252-b724-96bd-fd706d11662e,e2aec92f-f876-8e89-7070-c738541b3cc5,50f245a9-e6dd-4d14-a166-f41445e0a236,4
c2f9d291-8cc5-2831-196d-d241d1ba81cf,e2aec92f-f876-8e89-7070-c738541b3cc5,53f92de0-7547-4e61-9df5-07ef6bc8d6e7,3
e89afa3c-c28e-3960-b5ff-0ed4eda63591,e2aec92f-f876-8e89-7070-c738541b3cc5,cf938a02-c6f0-4363-b4b2-bc825d0fbec0,2
d88893b9-1d5a-d042-be7c-053cb1969f9a,e2aec92f-f876-8e89-7070-c738541b3cc5,61e3240a-1b94-49c5-b831-a1d6dd8ca2c5,1
da246cb0-18de-e41d-0f69-6258df179353,e2aec92f-f876-8e89-7070-c738541b3cc5,b81d432e-9bac-4193-8eca-6b648a25f119,0
c14e54a0-cc97-e787-994f-8f6156e57f10,e2f212f4-0905-76c1-4989-ffe9d858e2ee,9a6b50d9-470a-48a1-ae7e-d2e696129227,3
2f9c002b-49cc-7676-4b0d-c6a7a6b22334,e2f212f4-0905-76c1-4989-ffe9d858e2ee,0ca31a98-b64f-4dda-b2c4-d76dc7c93076,2
56fb10bd-f593-cbb5-7b6d-68262ecd475d,e2f212f4-0905-76c1-4989-ffe9d858e2ee,36146fcc-226f-4dea-bb92-16b138bba234,1
4bd3887d-5f1a-ee55-793e-a965c4e4756c,e2f212f4-0905-76c1-4989-ffe9d858e2ee,06e0fa55-b0c4-4ce3-a2c6-fc49d0c11c57,0
4cd5cddc-b766-ab44-b218-3fb2954ff2e3,e30a5a7d-09d7-d775-76f3-38ca6bfe3e7b,e0299ba5-8753-43fc-bed9-f15ab7aca2a3,0
5c46836a-dade-e784-1d1e-fcd315996445,3278c0d8-f37b-1d1d-1552-bebc960c74e1,1b03ba92-cf96-469d-8fce-f65eb9600c6a,5
97866604-b276-d656-8ea9-1a62561b6b5e,3278c0d8-f37b-1d1d-1552-bebc960c74e1,97efb347-833a-4545-87f2-2d1120f31fc2,6
d7494f29-f31f-038b-508a-0c25af196c85,3278c0d8-f37b-1d1d-1552-bebc960c74e1,bc73a4a8-b1c6-42fe-a7a4-d9165a62310b,7
cb8c9a2a-9658-0798-0c5e-12dd4332f101,3278c0d8-f37b-1d1d-1552-bebc960c74e1,c2ebb245-6a5f-46fe-86ba-c174274f3a0e,8
28ad4d5b-b81a-e558-8846-53b53ee1e138,3267cb80-52ab-18f2-7e54-050d721e3598,b77fc89c-e065-48ea-9baa-ac889f7af261,0
30801dc9-eadb-c234-63fc-1f0a1b4a6752,325ba28a-2ff2-4b0d-785f-cc6726580736,5be01ce0-7ec8-43fd-b626-06f44dd3880c,0
df8cf866-43bb-5350-5e3e-3745c0f20f31,325ba28a-2ff2-4b0d-785f-cc6726580736,36146fcc-226f-4dea-bb92-16b138bba234,1
392e324d-bbe2-32b4-c69e-2a4a052969d5,32534b71-1fc8-b670-d29a-28a1df9251e5,c8fbd402-84e6-40cf-88df-57ed4f44556c,0
a7495c6f-53b2-b36b-7176-a14a2e488f20,830cbdd3-339b-7c41-b061-557d75349a73,0ca31a98-b64f-4dda-b2c4-d76dc7c93076,2
95c8f856-0fb6-107a-523a-effbf0c6ffc6,82f35f36-bbd3-ac37-9799-0642a8c4435d,2ac64044-5a52-4e94-9ce5-bacf98376e7a,0
c586a9ac-0346-ae9c-2338-b79fe601c50e,82f35f36-bbd3-ac37-9799-0642a8c4435d,d8f332e2-e62a-45a8-bd3f-c413ed610335,1
3cd452ab-38c4-93d8-e589-1e64ab78e717,82f35f36-bbd3-ac37-9799-0642a8c4435d,2a84620d-a0d7-4fb1-8680-ec504f49c566,2
5dd6c6b8-bb25-2723-a77f-8dc27c5b381a,82f16d29-f3e1-c9b6-8e1d-cdfc41db1c43,93bd544e-65a9-4f35-943a-ebfa697f8fb6,0
3a3b3a91-ff07-49cc-8e37-d62389f69a60,82af53a5-ad1d-c00c-b038-c133292731c5,2ac64044-5a52-4e94-9ce5-bacf98376e7a,0
557cbfcf-e04e-3dc2-8b3c-a49eb30b001d,82af53a5-ad1d-c00c-b038-c133292731c5,ce32c4b9-7b14-4135-a786-e86c015c77cf,1
d368215e-1b5d-d787-9542-3afcda3f0734,82af53a5-ad1d-c00c-b038-c133292731c5,2a84620d-a0d7-4fb1-8680-ec504f49c566,2
b2585776-15de-3c4c-cb2a-6acd95142a88,324fc8df-0c2a-01d6-d3bb-b378f2c19716,61e3240a-1b94-49c5-b831-a1d6dd8ca2c5,0
f661bc3c-c28c-3497-bfab-b5a4cdc88699,324fc8df-0c2a-01d6-d3bb-b378f2c19716,cd0df068-7467-4901-850d-35c04f8d066a,1
66210a50-e8e4-2d74-935c-efece3d9b128,324fc8df-0c2a-01d6-d3bb-b378f2c19716,53f92de0-7547-4e61-9df5-07ef6bc8d6e7,2
2f95b425-6007-0895-ca54-b574b5c027b8,324fc8df-0c2a-01d6-d3bb-b378f2c19716,50f245a9-e6dd-4d14-a166-f41445e0a236,3
36d011fe-b7cf-fd85-74f4-865e741ad7e2,324fc8df-0c2a-01d6-d3bb-b378f2c19716,0533d41b-5f91-492f-84ee-66f76cff6806,4
927c0885-9966-b4c9-6142-e31a3b127fec,324fc8df-0c2a-01d6-d3bb-b378f2c19716,1b03ba92-cf96-469d-8fce-f65eb9600c6a,5
785c05a8-9e8d-43aa-32df-46fcc6793b32,324fc8df-0c2a-01d6-d3bb-b378f2c19716,97efb347-833a-4545-87f2-2d1120f31fc2,6
ec89cd6e-b483-a73f-bd9d-6a66b755b650,324fc8df-0c2a-01d6-d3bb-b378f2c19716,bc73a4a8-b1c6-42fe-a7a4-d9165a62310b,7
e12bf844-aa59-0416-e115-8b92e9d35a30,3249f7b1-dabf-ef3b-4719-c5aa77f95977,12447976-71bd-4ee1-8cb5-d3b1cb6c19eb,0
2c4c193d-d803-5537-3df0-385571c900d2,e34d2da7-953a-ce91-5df6-5e7d4fe5508f,2a84620d-a0d7-4fb1-8680-ec504f49c566,2
1a2c0069-480b-4d20-d3ff-61650feb78f0,e34d2da7-953a-ce91-5df6-5e7d4fe5508f,d31e1b13-734d-4433-8854-439a7cc9600f,1
c076a450-b3e7-e6aa-2b44-ee3c505fd317,e34d2da7-953a-ce91-5df6-5e7d4fe5508f,2ac64044-5a52-4e94-9ce5-bacf98376e7a,0
f1154dc8-0677-844c-b5d1-32f81532aab6,e352f136-c568-2351-f856-7ae3aba7717a,2a84620d-a0d7-4fb1-8680-ec504f49c566,2
6e8a2e11-c75f-7e54-c454-81ebca19c3d5,e352f136-c568-2351-f856-7ae3aba7717a,d172ded1-e14f-437d-b255-7c7ca9431e04,1
bb2753b1-53e5-5b6b-9f86-1222dc618b1e,e352f136-c568-2351-f856-7ae3aba7717a,2ac64044-5a52-4e94-9ce5-bacf98376e7a,0
027316b5-44f0-ef5c-202e-2340684e974e,e35bafea-b8d4-ecf3-9b4d-874707b6dbee,2a84620d-a0d7-4fb1-8680-ec504f49c566,2
bbedf2b2-3b12-7aaa-1c74-ffe83a8f3d33,e35bafea-b8d4-ecf3-9b4d-874707b6dbee,951359d7-c2ef-447d-9c0d-b4ad908178cc,1
481041d1-8e16-c504-882b-d318b481d721,e35bafea-b8d4-ecf3-9b4d-874707b6dbee,2ac64044-5a52-4e94-9ce5-bacf98376e7a,0
fb28c719-83a5-f887-f244-014d3ee639aa,e3683f98-e772-1d7e-5b7a-3f20e49f3cb6,bc73a4a8-b1c6-42fe-a7a4-d9165a62310b,7
15f7d881-d218-f009-ee85-d07ce9857f9c,e3683f98-e772-1d7e-5b7a-3f20e49f3cb6,97efb347-833a-4545-87f2-2d1120f31fc2,6
05c06274-cf73-4b6e-53ec-5b86f72bbf46,e3683f98-e772-1d7e-5b7a-3f20e49f3cb6,1b03ba92-cf96-469d-8fce-f65eb9600c6a,5
1ca510b9-60dc-1b95-3eaf-951cda11b9d6,e3683f98-e772-1d7e-5b7a-3f20e49f3cb6,0533d41b-5f91-492f-84ee-66f76cff6806,4
2339814f-150a-557f-5d60-1532b2e43ffa,e3683f98-e772-1d7e-5b7a-3f20e49f3cb6,50f245a9-e6dd-4d14-a166-f41445e0a236,3
7ec4b770-086d-3275-d914-340023709bda,e3683f98-e772-1d7e-5b7a-3f20e49f3cb6,53f92de0-7547-4e61-9df5-07ef6bc8d6e7,2
450d8a87-a46e-2a54-4a85-9d4599041cd1,e3683f98-e772-1d7e-5b7a-3f20e49f3cb6,8e3e4c5c-77af-4be9-8122-5874ef420eec,1
6a6b7d3a-603b-814f-84a6-70205c83a0e8,e3683f98-e772-1d7e-5b7a-3f20e49f3cb6,61e3240a-1b94-49c5-b831-a1d6dd8ca2c5,0
a30520da-7712-b056-4ca4-0966fcfb3a0a,8283ecf4-93e7-6636-3426-ff79657cfa61,6d4b753c-d425-4f33-9641-6052d3e69a88,0
ff828c31-301b-874a-301a-6093707f405d,8266f94a-ceda-269e-7f3a-e9f9da6239d2,2ac64044-5a52-4e94-9ce5-bacf98376e7a,0
d176e2f6-55aa-9baa-20be-e0d5c39eedf7,8266f94a-ceda-269e-7f3a-e9f9da6239d2,be1cecc7-2532-4567-9db6-5adb9d773595,1
a20d5c45-b0f1-d62b-1a58-ce26635e6d45,8266f94a-ceda-269e-7f3a-e9f9da6239d2,2a84620d-a0d7-4fb1-8680-ec504f49c566,2
dfe6a88c-7440-df56-8bae-0d2197b78647,825f3454-5311-de23-3f03-b90441dbe67d,a9cfd41e-b3cb-46d4-b50a-d38a666db6c2,0
19b0add8-73c9-cbeb-fe96-79a5ffd2eb8f,825f3454-5311-de23-3f03-b90441dbe67d,36146fcc-226f-4dea-bb92-16b138bba234,1
e169d412-9a4c-7add-3161-499a8ffab31d,825d6f13-55de-03ae-b851-fbcbb47a20af,7fffb56b-8751-4418-ae09-0591683299ca,0
8dd9188e-d179-d42b-b27b-f7a3b3c0d0cf,8224d565-5555-5bee-d27f-b5fb3b1976f4,ee0b2b7b-8b97-4fca-a3ed-091ed5c1d338,0
58f6e7b9-0379-5edd-f023-fc7f51ee2dbe,82028ca3-13db-8eb8-4325-2d7d1cf33136,2ac64044-5a52-4e94-9ce5-bacf98376e7a,0
ebc11431-b9ad-65db-ce67-c81d86f16e57,32398225-684a-0133-b7d0-f9ad1e65c8e9,2ac64044-5a52-4e94-9ce5-bacf98376e7a,0
980646db-db9a-7749-8669-2953b1409ebb,32398225-684a-0133-b7d0-f9ad1e65c8e9,412f813b-7910-416c-8180-e64fc83a25d2,1
e3547c1e-4a46-3aa2-e6dd-26cdb5e7e3d5,32398225-684a-0133-b7d0-f9ad1e65c8e9,2a84620d-a0d7-4fb1-8680-ec504f49c566,2
3e3cecea-ecb8-81ed-ef7c-42e19518ca7e,32347a8d-14f4-2c55-28bf-d88b9955996c,0ed470d6-aaba-4e5e-98e7-c118a3971d53,0
42add5b2-bc31-0292-bfeb-de0c422d1f0b,321e8947-ffa4-6429-37f2-3485b1848392,8e0fe4bb-35c8-4728-87fa-ee8c8ac1ada3,0
404aaa54-5c90-7df0-52ba-e63329f7a6ca,3219cb12-418b-2d45-6832-95de90bb242d,2ac64044-5a52-4e94-9ce5-bacf98376e7a,0
f7340dca-9280-f5df-4801-cbb156b66430,3219cb12-418b-2d45-6832-95de90bb242d,dbae808b-5087-462e-a721-16ef63ce6df6,1
95d1aea9-32aa-d229-9a34-f65f986465c5,3219cb12-418b-2d45-6832-95de90bb242d,2a84620d-a0d7-4fb1-8680-ec504f49c566,2
9f6606c8-ccb4-d8c3-6f12-bbd444e8e6c6,3210f3d0-8741-9671-2716-1984a64e7704,2ac64044-5a52-4e94-9ce5-bacf98376e7a,0
4080c749-ada4-8319-b37c-97cd73a5d7f9,cf9b2434-4199-8893-9363-38d9068b19ac,4738400a-a47b-4566-b6ed-fc3f5216af4e,0
eb8c7665-e05e-15f2-54eb-de2f6827b2ad,cf9b2434-4199-8893-9363-38d9068b19ac,5c09be05-5d21-43c5-8479-b3413b04db40,1
43394193-5eaf-e7be-36bf-1ba29f5413c6,cf9b2434-4199-8893-9363-38d9068b19ac,3f3130e2-cb33-48db-857b-dc0fbc759d28,2
4ba60e7f-fe60-09ed-ebbf-a7965e985cba,cf9b2434-4199-8893-9363-38d9068b19ac,1be950d6-171f-45b5-990c-de46b21a4728,3
0cf5527b-fd12-04d6-c9ab-becbf772f5b8,cf9b2434-4199-8893-9363-38d9068b19ac,f54295fe-bde4-4c03-a46b-cc559de8fc35,4
bee45694-4e3f-697f-42bd-40b232602799,cf92856e-88e7-8686-d357-a37ed5c390d0,17e9f803-530f-4b3a-a936-38248de24527,0
8663af8c-e768-f4e0-3a4b-90aee287eb79,cf92856e-88e7-8686-d357-a37ed5c390d0,36146fcc-226f-4dea-bb92-16b138bba234,1
096ddb22-d5f8-157a-50e3-95e6ff6ce9b2,cf92856e-88e7-8686-d357-a37ed5c390d0,0ca31a98-b64f-4dda-b2c4-d76dc7c93076,2
eac16146-47b7-1217-8e94-66c0a230834b,cf7cf43f-e634-7f0c-cebc-53eb0edcfcb0,73a4ef68-d4d6-451c-a1d6-5b21ac88ad30,0
